country_year;LOCATION;Country;SUBJECT;Subject;MEASURE;Measure;TIME;Time;Unit Code;Unit;PowerCode Code;PowerCode;Reference Period Code;Reference Period;Value;Flag Codes;Flags;year_min1;Value_min1
Israel2000Annual growth/changeGDP per capita, constant prices ;ISR;Israel;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2000;2000;PC;Percentage;0;Units;;;5.986512;;;1999;0.878944
Israel2001Annual growth/changeGDP per capita, constant prices ;ISR;Israel;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2001;2001;PC;Percentage;0;Units;;;-2.226622;;;2000;5.986512
Israel2002Annual growth/changeGDP per capita, constant prices ;ISR;Israel;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2002;2002;PC;Percentage;0;Units;;;-2.192525;;;2001;-2.226622
Israel2003Annual growth/changeGDP per capita, constant prices ;ISR;Israel;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2003;2003;PC;Percentage;0;Units;;;-0.746551;;;2002;-2.192525
Israel2004Annual growth/changeGDP per capita, constant prices ;ISR;Israel;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2004;2004;PC;Percentage;0;Units;;;3.092976;;;2003;-0.746551
Israel2005Annual growth/changeGDP per capita, constant prices ;ISR;Israel;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2005;2005;PC;Percentage;0;Units;;;2.277737;;;2004;3.092976
Israel2006Annual growth/changeGDP per capita, constant prices ;ISR;Israel;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2006;2006;PC;Percentage;0;Units;;;3.875054;;;2005;2.277737
Israel2007Annual growth/changeGDP per capita, constant prices ;ISR;Israel;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2007;2007;PC;Percentage;0;Units;;;4.109157;;;2006;3.875054
Israel2008Annual growth/changeGDP per capita, constant prices ;ISR;Israel;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2008;2008;PC;Percentage;0;Units;;;1.315477;;;2007;4.109157
Israel2009Annual growth/changeGDP per capita, constant prices ;ISR;Israel;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2009;2009;PC;Percentage;0;Units;;;-0.444709;;;2008;1.315477
Israel2010Annual growth/changeGDP per capita, constant prices ;ISR;Israel;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2010;2010;PC;Percentage;0;Units;;;3.619033;;;2009;-0.444709
Israel2011Annual growth/changeGDP per capita, constant prices ;ISR;Israel;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2011;2011;PC;Percentage;0;Units;;;3.222906;;;2010;3.619033
Israel2012Annual growth/changeGDP per capita, constant prices ;ISR;Israel;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2012;2012;PC;Percentage;0;Units;;;0.351103;;;2011;3.222906
Israel2013Annual growth/changeGDP per capita, constant prices ;ISR;Israel;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2013;2013;PC;Percentage;0;Units;;;2.357355;;;2012;0.351103
Israel2014Annual growth/changeGDP per capita, constant prices ;ISR;Israel;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2014;2014;PC;Percentage;0;Units;;;1.93316;;;2013;2.357355
Israel2015Annual growth/changeGDP per capita, constant prices ;ISR;Israel;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2015;2015;PC;Percentage;0;Units;;;0.56467;;;2014;1.93316
Israel2016Annual growth/changeGDP per capita, constant prices ;ISR;Israel;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2016;2016;PC;Percentage;0;Units;;;1.983283;;;2015;0.56467
Israel2017Annual growth/changeGDP per capita, constant prices ;ISR;Israel;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2017;2017;PC;Percentage;0;Units;;;1.487373;;;2016;1.983283
Israel2018Annual growth/changeGDP per capita, constant prices ;ISR;Israel;T_GDPPOP_V;GDP per capita, constant prices ;GRW;Annual growth/change;2018;2018;PC;Percentage;0;Units;;;1.310356;;;2017;1.487373
Denmark1971Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1971;1971;PC;Percentage;0;Units;;;5.076045;;;1970;#N/A
Denmark1972Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1972;1972;PC;Percentage;0;Units;;;5.31079;;;1971;5.076045
Denmark1973Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1973;1973;PC;Percentage;0;Units;;;5.454586;;;1972;5.31079
Denmark1974Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1974;1974;PC;Percentage;0;Units;;;0.641041;;;1973;5.454586
Denmark1975Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1975;1975;PC;Percentage;0;Units;;;4.109736;;;1974;0.641041
Denmark1976Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1976;1976;PC;Percentage;0;Units;;;3.694267;;;1975;4.109736
Denmark1977Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1977;1977;PC;Percentage;0;Units;;;3.706802;;;1976;3.694267
Denmark1978Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1978;1978;PC;Percentage;0;Units;;;2.867735;;;1977;3.706802
Denmark1979Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1979;1979;PC;Percentage;0;Units;;;3.442618;;;1978;2.867735
Denmark1980Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1980;1980;PC;Percentage;0;Units;;;-0.771012;;;1979;3.442618
Denmark1981Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1981;1981;PC;Percentage;0;Units;;;2.943575;;;1980;-0.771012
Denmark1982Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1982;1982;PC;Percentage;0;Units;;;2.790798;;;1981;2.943575
Denmark1983Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1983;1983;PC;Percentage;0;Units;;;2.979313;;;1982;2.790798
Denmark1984Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1984;1984;PC;Percentage;0;Units;;;3.0229;;;1983;2.979313
Denmark1985Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1985;1985;PC;Percentage;0;Units;;;2.529008;;;1984;3.0229
Denmark1986Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1986;1986;PC;Percentage;0;Units;;;2.16804;;;1985;2.529008
Denmark1987Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1987;1987;PC;Percentage;0;Units;;;2.030911;;;1986;2.16804
Denmark1988Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1988;1988;PC;Percentage;0;Units;;;1.962426;;;1987;2.030911
Denmark1989Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1989;1989;PC;Percentage;0;Units;;;2.093422;;;1988;1.962426
Denmark1990Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1990;1990;PC;Percentage;0;Units;;;2.926271;;;1989;2.093422
Denmark1991Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1991;1991;PC;Percentage;0;Units;;;2.613914;;;1990;2.926271
Denmark1992Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1992;1992;PC;Percentage;0;Units;;;1.721764;;;1991;2.613914
Denmark1993Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1993;1993;PC;Percentage;0;Units;;;1.910323;;;1992;1.721764
Denmark1994Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1994;1994;PC;Percentage;0;Units;;;6.384313;;;1993;1.910323
Denmark1995Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1995;1995;PC;Percentage;0;Units;;;1.488114;;;1994;6.384313
Denmark1996Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1996;1996;PC;Percentage;0;Units;;;2.384161;;;1995;1.488114
Denmark1997Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1997;1997;PC;Percentage;0;Units;;;0.72483;;;1996;2.384161
Denmark1998Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1998;1998;PC;Percentage;0;Units;;;-0.115187;;;1997;0.72483
Denmark1999Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1999;1999;PC;Percentage;0;Units;;;1.018526;;;1998;-0.115187
Denmark2000Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2000;2000;PC;Percentage;0;Units;;;2.316351;;;1999;1.018526
Denmark2001Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2001;2001;PC;Percentage;0;Units;;;-0.353041;;;2000;2.316351
Denmark2002Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2002;2002;PC;Percentage;0;Units;;;0.822173;;;2001;-0.353041
Denmark2003Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2003;2003;PC;Percentage;0;Units;;;1.650377;;;2002;0.822173
Denmark2004Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2004;2004;PC;Percentage;0;Units;;;3.193223;;;2003;1.650377
Denmark2005Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2005;2005;PC;Percentage;0;Units;;;1.368887;;;2004;3.193223
Denmark2006Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2006;2006;PC;Percentage;0;Units;;;1.31789;;;2005;1.368887
Denmark2007Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2007;2007;PC;Percentage;0;Units;;;0.184432;;;2006;1.31789
Denmark2008Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2008;2008;PC;Percentage;0;Units;;;-1.488731;;;2007;0.184432
Denmark2009Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2009;2009;PC;Percentage;0;Units;;;-0.921712;;;2008;-1.488731
Denmark2010Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2010;2010;PC;Percentage;0;Units;;;3.913558;;;2009;-0.921712
Denmark2011Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2011;2011;PC;Percentage;0;Units;;;0.346254;;;2010;3.913558
Denmark2012Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2012;2012;PC;Percentage;0;Units;;;1.911245;;;2011;0.346254
Denmark2013Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2013;2013;PC;Percentage;0;Units;;;0.786344;;;2012;1.911245
Denmark2014Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2014;2014;PC;Percentage;0;Units;;;1.5841;;;2013;0.786344
Denmark2015Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2015;2015;PC;Percentage;0;Units;;;1.427995;;;2014;1.5841
Denmark2016Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2016;2016;PC;Percentage;0;Units;;;0.514349;;;2015;1.427995
Denmark2017Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2017;2017;PC;Percentage;0;Units;;;1.137992;;;2016;0.514349
Denmark2018Annual growth/changeGDP per hour worked, constant prices ;DNK;Denmark;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;2018;2018;PC;Percentage;0;Units;;;0.622784;;;2017;1.137992
Spain1971Annual growth/changeGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1971;1971;PC;Percentage;0;Units;;;4.098975;;;1970;#N/A
Spain1972Annual growth/changeGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1972;1972;PC;Percentage;0;Units;;;8.044277;;;1971;4.098975
Spain1973Annual growth/changeGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1973;1973;PC;Percentage;0;Units;;;6.317832;;;1972;8.044277
Spain1974Annual growth/changeGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1974;1974;PC;Percentage;0;Units;;;4.558431;;;1973;6.317832
Spain1975Annual growth/changeGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1975;1975;PC;Percentage;0;Units;;;1.702636;;;1974;4.558431
Spain1976Annual growth/changeGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1976;1976;PC;Percentage;0;Units;;;3.894085;;;1975;1.702636
Spain1977Annual growth/changeGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1977;1977;PC;Percentage;0;Units;;;3.878285;;;1976;3.894085
Spain1978Annual growth/changeGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1978;1978;PC;Percentage;0;Units;;;4.682848;;;1977;3.878285
Spain1979Annual growth/changeGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1979;1979;PC;Percentage;0;Units;;;4.064142;;;1978;4.682848
Spain1980Annual growth/changeGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1980;1980;PC;Percentage;0;Units;;;6.060233;;;1979;4.064142
Spain1981Annual growth/changeGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1981;1981;PC;Percentage;0;Units;;;4.169889;;;1980;6.060233
Spain1982Annual growth/changeGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1982;1982;PC;Percentage;0;Units;;;3.281554;;;1981;4.169889
Spain1983Annual growth/changeGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1983;1983;PC;Percentage;0;Units;;;3.917637;;;1982;3.281554
Spain1984Annual growth/changeGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1984;1984;PC;Percentage;0;Units;;;6.680654;;;1983;3.917637
Spain1985Annual growth/changeGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1985;1985;PC;Percentage;0;Units;;;3.964173;;;1984;6.680654
Spain1986Annual growth/changeGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1986;1986;PC;Percentage;0;Units;;;1.372381;;;1985;3.964173
Spain1987Annual growth/changeGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1987;1987;PC;Percentage;0;Units;;;1.180185;;;1986;1.372381
Spain1988Annual growth/changeGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1988;1988;PC;Percentage;0;Units;;;1.771968;;;1987;1.180185
Spain1989Annual growth/changeGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1989;1989;PC;Percentage;0;Units;;;1.857996;;;1988;1.771968
Spain1990Annual growth/changeGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1990;1990;PC;Percentage;0;Units;;;-0.131784;;;1989;1.857996
Spain1991Annual growth/changeGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;GRW;Annual growth/change;1991;1991;PC;Percentage;0;Units;;;0.809883;;;1990;-0.131784
